id	compound	class	paraphrase	correct	score
347	training center	PARTONOMY	training center is a center that is part of training	0	3.650078773498535
347	training center	USG-R	training center is a center that uses training	0	3.974909543991089
347	training center	PROD-R	training center is  a center that training produces	0	5.951343536376953
347	training center	PRODUCTION	training center is a center that produces training	0	4.228398323059082
347	training center	CONT-R	training center is a center that contains training	0	4.085648536682129
347	training center	TOPIC-R	training center is a center that is about training	0	4.035615921020508
347	training center	COMP-R	training center is a center that is composed of training	0	3.637021064758301
347	training center	LOCATION	training center is  a center that is located in training	0	4.303887367248535
348	business center	PURPOSE	business center is a center intended for business	1	4.04163932800293
348	business center	PARTONOMY	business center is a center that is part of business	0	3.6816749572753906
348	business center	USG-R	business center is a center that uses business	0	4.442660331726074
348	business center	PROD-R	business center is  a center that business produces	0	5.77444314956665
348	business center	PRODUCTION	business center is a center that produces business	0	4.5955071449279785
348	business center	CONT-R	business center is a center that contains business	0	4.187551498413086
348	business center	TOPIC-R	business center is a center that is about business	0	3.964691162109375
348	business center	COMP-R	business center is a center that is composed of business	0	3.706873655319214
348	business center	LOCATION	business center is  a center that is located in business	0	4.051276683807373
349	convention center	PURPOSE	convention center is a center intended for convention	1	4.04080867767334
349	convention center	PARTONOMY	convention center is a center that is part of convention	0	3.3905513286590576
349	convention center	USG-R	convention center is a center that uses convention	0	4.190229415893555
349	convention center	PROD-R	convention center is  a center that convention produces	0	5.54935359954834
349	convention center	PRODUCTION	convention center is a center that produces convention	0	4.46233606338501
349	convention center	CONT-R	convention center is a center that contains convention	0	4.049629211425781
349	convention center	TOPIC-R	convention center is a center that is about convention	0	4.048445701599121
349	convention center	COMP-R	convention center is a center that is composed of convention	0	3.703413724899292
349	convention center	LOCATION	convention center is  a center that is located in convention	0	3.8350372314453125
350	shopping center	PURPOSE	shopping center is a center intended for shopping	1	3.681818723678589
350	shopping center	PARTONOMY	shopping center is a center that is part of shopping	0	3.4445183277130127
350	shopping center	USG-R	shopping center is a center that uses shopping	0	4.108022689819336
350	shopping center	PROD-R	shopping center is  a center that shopping produces	0	5.702068328857422
350	shopping center	PRODUCTION	shopping center is a center that produces shopping	0	4.374046325683594
350	shopping center	CONT-R	shopping center is a center that contains shopping	0	3.682584047317505
350	shopping center	TOPIC-R	shopping center is a center that is about shopping	0	3.7261946201324463
350	shopping center	COMP-R	shopping center is a center that is composed of shopping	0	3.5110607147216797
350	shopping center	LOCATION	shopping center is  a center that is located in shopping	0	3.9547688961029053
351	detention center	PURPOSE	detention center is a center intended for detention	1	3.6818392276763916
351	detention center	PARTONOMY	detention center is a center that is part of detention	0	3.367011785507202
351	detention center	USG-R	detention center is a center that uses detention	0	3.5501456260681152
351	detention center	PROD-R	detention center is  a center that detention produces	0	5.254458904266357
351	detention center	PRODUCTION	detention center is a center that produces detention	0	4.364913463592529
351	detention center	CONT-R	detention center is a center that contains detention	0	3.780352830886841
351	detention center	TOPIC-R	detention center is a center that is about detention	0	3.721357583999634
351	detention center	COMP-R	detention center is a center that is composed of detention	0	3.394277334213257
351	detention center	LOCATION	detention center is  a center that is located in detention	0	3.8819339275360107
352	fitness center	PURPOSE	fitness center is a center that is intended for fitness	1	3.7848732471466064
352	fitness center	PARTONOMY	fitness center is a center that is that is part of fitness	0	4.051784515380859
352	fitness center	USG-R	fitness center is a center that is that uses fitness	0	4.658472537994385
352	fitness center	PROD-R	fitness center is  a center that is that fitness produces	0	5.768723487854004
352	fitness center	PRODUCTION	fitness center is a center that is that produces fitness	0	4.82804012298584
352	fitness center	CONT-R	fitness center is a center that is that contains fitness	0	4.603545665740967
352	fitness center	TOPIC-R	fitness center is a center that is that is about fitness	0	4.2927093505859375
352	fitness center	COMP-R	fitness center is a center that is that is composed of fitness	0	4.127129554748535
352	fitness center	LOCATION	fitness center is  a center that is that is located in fitness	0	4.552956581115723
353	health center	PURPOSE	health center is a center that is intended for health	1	3.26591420173645
353	health center	PARTONOMY	health center is a center that is that is part of health	0	3.634075880050659
353	health center	USG-R	health center is a center that is that uses health	0	4.213569641113281
353	health center	PROD-R	health center is  a center that is that health produces	0	5.5944132804870605
353	health center	PRODUCTION	health center is a center that is that produces health	0	4.436784267425537
353	health center	CONT-R	health center is a center that is that contains health	0	4.1313066482543945
353	health center	TOPIC-R	health center is a center that is that is about health	0	3.9856457710266113
353	health center	COMP-R	health center is a center that is that is composed of health	0	3.662036418914795
353	health center	LOCATION	health center is  a center that is that is located in health	0	4.145383358001709
354	service centre	PURPOSE	service centre is a centre intended for service	1	4.882024765014648
354	service centre	PARTONOMY	service centre is a centre that is part of service	0	4.2413649559021
354	service centre	USG-R	service centre is a centre that uses service	0	4.919947147369385
354	service centre	PROD-R	service centre is  a centre that service produces	0	6.171800136566162
354	service centre	PRODUCTION	service centre is a centre that produces service	0	5.156989574432373
354	service centre	CONT-R	service centre is a centre that contains service	0	4.965937614440918
354	service centre	TOPIC-R	service centre is a centre that is about service	0	4.890348434448242
354	service centre	COMP-R	service centre is a centre that is composed of service	0	4.299440860748291
354	service centre	LOCATION	service centre is  a centre that is located in service	0	4.682946681976318
355	marriage ceremony	PURPOSE	marriage ceremony is a ceremony intended for marriage	1	4.4856767654418945
355	marriage ceremony	PARTONOMY	marriage ceremony is a ceremony that is part of marriage	0	3.5671164989471436
355	marriage ceremony	USG-R	marriage ceremony is a ceremony that uses marriage	0	4.5696797370910645
355	marriage ceremony	PROD-R	marriage ceremony is  a ceremony that marriage produces	0	5.737093448638916
355	marriage ceremony	PRODUCTION	marriage ceremony is a ceremony that produces marriage	0	4.6164069175720215
355	marriage ceremony	CONT-R	marriage ceremony is a ceremony that contains marriage	0	4.588273048400879
355	marriage ceremony	TOPIC-R	marriage ceremony is a ceremony that is about marriage	0	4.044893264770508
355	marriage ceremony	COMP-R	marriage ceremony is a ceremony that is composed of marriage	0	3.892589569091797
355	marriage ceremony	LOCATION	marriage ceremony is  a ceremony that is located in marriage	0	4.719216346740723
356	supply chain	PURPOSE	supply chain is a chain intended for supply	1	4.247857570648193
356	supply chain	PARTONOMY	supply chain is a chain that is part of supply	0	3.2601253986358643
356	supply chain	USG-R	supply chain is a chain that uses supply	0	3.8091964721679688
356	supply chain	PROD-R	supply chain is  a chain that supply produces	0	4.961878299713135
356	supply chain	PRODUCTION	supply chain is a chain that produces supply	0	4.0074005126953125
356	supply chain	CONT-R	supply chain is a chain that contains supply	0	3.9302291870117188
356	supply chain	TOPIC-R	supply chain is a chain that is about supply	0	3.911668062210083
356	supply chain	COMP-R	supply chain is a chain that is composed of supply	0	3.3317267894744873
356	supply chain	LOCATION	supply chain is  a chain that is located in supply	0	4.032471656799316
357	retail chain	PURPOSE	retail chain is a chain intended for retail	1	4.223981857299805
357	retail chain	PARTONOMY	retail chain is a chain that is part of retail	0	3.536896228790283
357	retail chain	USG-R	retail chain is a chain that uses retail	0	4.171227931976318
357	retail chain	PROD-R	retail chain is  a chain that retail produces	0	5.427665710449219
357	retail chain	PRODUCTION	retail chain is a chain that produces retail	0	4.247900485992432
357	retail chain	CONT-R	retail chain is a chain that contains retail	0	4.139774322509766
357	retail chain	TOPIC-R	retail chain is a chain that is about retail	0	4.287495136260986
357	retail chain	COMP-R	retail chain is a chain that is composed of retail	0	3.462135076522827
357	retail chain	LOCATION	retail chain is  a chain that is located in retail	0	4.162197589874268
358	combustion chamber	PURPOSE	combustion chamber is a chamber intended for combustion	1	2.58569073677063
358	combustion chamber	PARTONOMY	combustion chamber is a chamber that is part of combustion	0	2.3697285652160645
358	combustion chamber	USG-R	combustion chamber is a chamber that uses combustion	0	2.4749319553375244
358	combustion chamber	PROD-R	combustion chamber is  a chamber that combustion produces	0	4.064253330230713
358	combustion chamber	PRODUCTION	combustion chamber is a chamber that produces combustion	0	2.7079641819000244
358	combustion chamber	CONT-R	combustion chamber is a chamber that contains combustion	0	2.5656940937042236
358	combustion chamber	TOPIC-R	combustion chamber is a chamber that is about combustion	0	3.1920533180236816
358	combustion chamber	COMP-R	combustion chamber is a chamber that is composed of combustion	0	2.713427782058716
358	combustion chamber	LOCATION	combustion chamber is  a chamber that is located in combustion	0	3.159776210784912
359	communication channel	PURPOSE	communication channel is a channel intended for communications	1	4.038038730621338
359	communication channel	PARTONOMY	communication channel is a channel that is part of communications	0	3.411367177963257
359	communication channel	USG-R	communication channel is a channel that uses communications	0	3.9091014862060547
359	communication channel	PROD-R	communication channel is  a channel that communications produce	0	5.842243194580078
359	communication channel	PRODUCTION	communication channel is a channel that produces communications	0	4.282811641693115
359	communication channel	CONT-R	communication channel is a channel that contains communications	0	3.728381633758545
359	communication channel	TOPIC-R	communication channel is a channel that is about communications	0	3.9896538257598877
359	communication channel	COMP-R	communication channel is a channel that is composed of communications	0	3.4731690883636475
359	communication channel	LOCATION	communication channel is  a channel that is located in communications	0	4.4631524085998535
360	distribution channel	PURPOSE	distribution channel is a channel intended for distribution	1	3.9712631702423096
360	distribution channel	PARTONOMY	distribution channel is a channel that is part of distribution	0	3.460009813308716
360	distribution channel	USG-R	distribution channel is a channel that uses distribution	0	3.833561658859253
360	distribution channel	PROD-R	distribution channel is  a channel that distribution produces	0	5.722598075866699
360	distribution channel	PRODUCTION	distribution channel is a channel that produces distribution	0	4.564204692840576
360	distribution channel	CONT-R	distribution channel is a channel that contains distribution	0	4.215396881103516
360	distribution channel	TOPIC-R	distribution channel is a channel that is about distribution	0	3.987563371658325
360	distribution channel	COMP-R	distribution channel is a channel that is composed of distribution	0	3.6126620769500732
360	distribution channel	LOCATION	distribution channel is  a channel that is located in distribution	0	4.505413055419922
361	poker chip	PURPOSE	poker chip is a chip intended for poker	1	4.631103515625
361	poker chip	PARTONOMY	poker chip is a chip that is part of poker	0	3.5514237880706787
361	poker chip	USG-R	poker chip is a chip that uses poker	0	4.731335639953613
361	poker chip	PROD-R	poker chip is  a chip that poker produces	0	6.38828182220459
361	poker chip	PRODUCTION	poker chip is a chip that produces poker	0	4.957221508026123
361	poker chip	CONT-R	poker chip is a chip that contains poker	0	4.515369415283203
361	poker chip	TOPIC-R	poker chip is a chip that is about poker	0	4.429601192474365
361	poker chip	COMP-R	poker chip is a chip that is composed of poker	0	3.972811460494995
361	poker chip	LOCATION	poker chip is  a chip that is located in poker	0	4.606870174407959
362	paper clip	PURPOSE	paper clip is a clip intended for paper	1	4.504539489746094
362	paper clip	PARTONOMY	paper clip is a clip that is part of paper	0	3.6408255100250244
362	paper clip	USG-R	paper clip is a clip that uses paper	0	4.271398544311523
362	paper clip	PROD-R	paper clip is  a clip that paper produces	0	6.212136745452881
362	paper clip	PRODUCTION	paper clip is a clip that produces paper	0	4.7639641761779785
362	paper clip	CONT-R	paper clip is a clip that contains paper	0	4.3004069328308105
362	paper clip	TOPIC-R	paper clip is a clip that is about paper	0	4.417300224304199
362	paper clip	COMP-R	paper clip is a clip that is composed of paper	0	3.6306259632110596
362	paper clip	LOCATION	paper clip is  a clip that is located in paper	0	4.520362854003906
363	football club	PURPOSE	football club is a club intended for football	1	3.4177632331848145
363	football club	PARTONOMY	football club is a club that is part of football	0	2.9167373180389404
363	football club	USG-R	football club is a club that uses football	0	3.3265554904937744
363	football club	PROD-R	football club is  a club that football produces	0	5.140263080596924
363	football club	PRODUCTION	football club is a club that produces football	0	3.4346230030059814
363	football club	CONT-R	football club is a club that contains football	0	3.5055184364318848
363	football club	TOPIC-R	football club is a club that is about football	0	3.287600040435791
363	football club	COMP-R	football club is a club that is composed of football	0	2.901787042617798
363	football club	LOCATION	football club is  a club that is located in football	0	3.8535947799682617
364	sports club	PURPOSE	sports club is a club intended for sports	1	3.7265071868896484
364	sports club	PARTONOMY	sports club is a club that is part of sports	0	3.266977071762085
364	sports club	USG-R	sports club is a club that uses sports	0	3.639732599258423
364	sports club	PROD-R	sports club is  a club that sports produce	0	5.750738143920898
364	sports club	PRODUCTION	sports club is a club that produces sports	0	4.076335430145264
364	sports club	CONT-R	sports club is a club that contains sports	0	3.7192397117614746
364	sports club	TOPIC-R	sports club is a club that is about sports	0	3.57045578956604
364	sports club	COMP-R	sports club is a club that is composed of sports	0	3.134533166885376
364	sports club	LOCATION	sports club is  a club that is located in sports	0	4.1938066482543945
365	jazz club	PURPOSE	jazz club is a club intended for jazz	1	4.635800361633301
365	jazz club	PARTONOMY	jazz club is a club that is part of jazz	0	3.9926414489746094
365	jazz club	USG-R	jazz club is a club that uses jazz	0	4.683410167694092
365	jazz club	PROD-R	jazz club is  a club that jazz produces	0	6.205066680908203
365	jazz club	PRODUCTION	jazz club is a club that produces jazz	0	4.719688415527344
365	jazz club	CONT-R	jazz club is a club that contains jazz	0	4.709526062011719
365	jazz club	TOPIC-R	jazz club is a club that is about jazz	0	4.295506954193115
365	jazz club	COMP-R	jazz club is a club that is composed of jazz	0	4.031299591064453
365	jazz club	LOCATION	jazz club is  a club that is located in jazz	0	4.65947151184082
366	access code	PURPOSE	access code is a code intended for access	1	4.421107292175293
366	access code	PARTONOMY	access code is a code that is part of access	0	3.5174615383148193
366	access code	USG-R	access code is a code that uses access	0	3.917884349822998
366	access code	PROD-R	access code is  a code that access produces	0	5.4926652908325195
366	access code	PRODUCTION	access code is a code that produces access	0	4.1165876388549805
366	access code	CONT-R	access code is a code that contains access	0	4.036694526672363
366	access code	TOPIC-R	access code is a code that is about access	0	4.11817741394043
366	access code	COMP-R	access code is a code that is composed of access	0	3.5315089225769043
366	access code	LOCATION	access code is  a code that is located in access	0	4.191172122955322
367	selection committee	PURPOSE	selection committee is a committee intended for selection	1	5.2879462242126465
367	selection committee	PARTONOMY	selection committee is a committee that is part of selection	0	3.968090057373047
367	selection committee	USG-R	selection committee is a committee that uses selection	0	4.79174280166626
367	selection committee	PROD-R	selection committee is  a committee that selection produces	0	6.240053176879883
367	selection committee	PRODUCTION	selection committee is a committee that produces selection	0	5.32964563369751
367	selection committee	CONT-R	selection committee is a committee that contains selection	0	5.366714954376221
367	selection committee	TOPIC-R	selection committee is a committee that is about selection	0	4.880509376525879
367	selection committee	COMP-R	selection committee is a committee that is composed of selection	0	3.9089088439941406
367	selection committee	LOCATION	selection committee is  a committee that is located in selection	0	5.0684709548950195
368	intelligence community	PURPOSE	intelligence community is a community intended for intelligence	1	5.090400695800781
368	intelligence community	PARTONOMY	intelligence community is a community that is part of intelligence	0	3.8264193534851074
368	intelligence community	USG-R	intelligence community is a community that uses intelligence	0	4.051365375518799
368	intelligence community	PROD-R	intelligence community is  a community that intelligence produces	0	6.35426139831543
368	intelligence community	PRODUCTION	intelligence community is a community that produces intelligence	0	4.741700172424316
368	intelligence community	CONT-R	intelligence community is a community that contains intelligence	0	5.1593780517578125
368	intelligence community	TOPIC-R	intelligence community is a community that is about intelligence	0	4.539147853851318
368	intelligence community	COMP-R	intelligence community is a community that is composed of intelligence	0	3.5897951126098633
368	intelligence community	LOCATION	intelligence community is  a community that is located in intelligence	0	4.512425899505615
369	retirement community	PURPOSE	retirement community is a community intended for retirement	1	3.5425171852111816
369	retirement community	PARTONOMY	retirement community is a community that is part of retirement	0	2.8659555912017822
369	retirement community	USG-R	retirement community is a community that uses retirement	0	3.616943120956421
369	retirement community	PROD-R	retirement community is  a community that retirement produces	0	5.189676761627197
369	retirement community	PRODUCTION	retirement community is a community that produces retirement	0	3.9095895290374756
369	retirement community	CONT-R	retirement community is a community that contains retirement	0	3.5239837169647217
369	retirement community	TOPIC-R	retirement community is a community that is about retirement	0	3.422645092010498
369	retirement community	COMP-R	retirement community is a community that is composed of retirement	0	2.9328091144561768
369	retirement community	LOCATION	retirement community is  a community that is located in retirement	0	3.488051414489746
370	service company	PURPOSE	service company is a company intended for service	1	4.670001029968262
370	service company	PARTONOMY	service company is a company that is part of service	0	3.3356354236602783
370	service company	USG-R	service company is a company that uses service	0	3.6893258094787598
370	service company	PROD-R	service company is  a company that service produces	0	5.386651992797852
370	service company	PRODUCTION	service company is a company that produces service	0	4.079869270324707
370	service company	CONT-R	service company is a company that contains service	0	4.318082332611084
370	service company	TOPIC-R	service company is a company that is about service	0	3.868504047393799
370	service company	COMP-R	service company is a company that is composed of service	0	3.5385146141052246
370	service company	LOCATION	service company is  a company that is located in service	0	4.214648723602295
371	mining company	PURPOSE	mining company is a company intended for mining	1	4.384716033935547
371	mining company	PARTONOMY	mining company is a company that is part of mining	0	3.2877464294433594
371	mining company	USG-R	mining company is a company that uses mining	0	3.609614610671997
371	mining company	PROD-R	mining company is  a company that mining produces	0	5.2363786697387695
371	mining company	PRODUCTION	mining company is a company that produces mining	0	3.403995990753174
371	mining company	CONT-R	mining company is a company that contains mining	0	4.240093231201172
371	mining company	TOPIC-R	mining company is a company that is about mining	0	3.7393884658813477
371	mining company	COMP-R	mining company is a company that is composed of mining	0	3.735563039779663
371	mining company	LOCATION	mining company is  a company that is located in mining	0	4.331786632537842
372	printing company	PURPOSE	printing company is a company intended for printing	1	4.046930313110352
372	printing company	PARTONOMY	printing company is a company that is part of printing	0	3.1506688594818115
372	printing company	USG-R	printing company is a company that uses printing	0	3.0424458980560303
372	printing company	PROD-R	printing company is  a company that printing produces	0	5.238871097564697
372	printing company	PRODUCTION	printing company is a company that produces printing	0	3.2102653980255127
372	printing company	CONT-R	printing company is a company that contains printing	0	4.000190258026123
372	printing company	TOPIC-R	printing company is a company that is about printing	0	3.5366454124450684
372	printing company	COMP-R	printing company is a company that is composed of printing	0	3.3485939502716064
372	printing company	LOCATION	printing company is  a company that is located in printing	0	4.125792503356934
373	finance company	PURPOSE	finance company is a company intended for finance	1	4.327568531036377
373	finance company	PARTONOMY	finance company is a company that is part of finance	0	2.9893453121185303
373	finance company	USG-R	finance company is a company that uses finance	0	3.323045492172241
373	finance company	PROD-R	finance company is  a company that finance produces	0	5.10512113571167
373	finance company	PRODUCTION	finance company is a company that produces finance	0	3.7254741191864014
373	finance company	CONT-R	finance company is a company that contains finance	0	4.053817272186279
373	finance company	TOPIC-R	finance company is a company that is about finance	0	3.631380796432495
373	finance company	COMP-R	finance company is a company that is composed of finance	0	3.384885787963867
373	finance company	LOCATION	finance company is  a company that is located in finance	0	4.087584972381592
374	management company	PURPOSE	management company is a company intended for management	1	4.193957328796387
374	management company	PARTONOMY	management company is a company that is part of management	0	2.9694833755493164
374	management company	USG-R	management company is a company that uses management	0	3.1454474925994873
374	management company	PROD-R	management company is  a company that management produces	0	5.308953762054443
374	management company	PRODUCTION	management company is a company that produces management	0	3.602126121520996
374	management company	CONT-R	management company is a company that contains management	0	3.8027496337890625
374	management company	TOPIC-R	management company is a company that is about management	0	3.5144805908203125
374	management company	COMP-R	management company is a company that is composed of management	0	2.968008279800415
374	management company	LOCATION	management company is  a company that is located in management	0	4.393450736999512
375	holding company	PURPOSE	holding company is a company intended for holding	1	4.058112144470215
375	holding company	PARTONOMY	holding company is a company that is part of holding	0	2.7847540378570557
375	holding company	USG-R	holding company is a company that uses holding	0	3.301013469696045
375	holding company	PROD-R	holding company is  a company that holding produces	0	5.37897253036499
375	holding company	PRODUCTION	holding company is a company that produces holding	0	3.388047218322754
375	holding company	CONT-R	holding company is a company that contains holding	0	3.964428186416626
375	holding company	TOPIC-R	holding company is a company that is about holding	0	3.3897933959960938
375	holding company	COMP-R	holding company is a company that is composed of holding	0	3.092310667037964
375	holding company	LOCATION	holding company is  a company that is located in holding	0	4.181166172027588
376	investment company	PURPOSE	investment company is a company intended for investment	1	3.9989380836486816
376	investment company	PARTONOMY	investment company is a company that is part of investment	0	2.9290292263031006
376	investment company	USG-R	investment company is a company that uses investment	0	2.9734385013580322
376	investment company	PROD-R	investment company is  a company that investment produces	0	5.29524040222168
376	investment company	PRODUCTION	investment company is a company that produces investment	0	3.286837100982666
376	investment company	CONT-R	investment company is a company that contains investment	0	3.8378491401672363
376	investment company	TOPIC-R	investment company is a company that is about investment	0	3.438703775405884
376	investment company	COMP-R	investment company is a company that is composed of investment	0	3.034576416015625
376	investment company	LOCATION	investment company is  a company that is located in investment	0	4.124450206756592
377	banking company	PURPOSE	banking company is a company intended for banking	1	4.673408508300781
377	banking company	PARTONOMY	banking company is a company that is part of banking	0	3.448704481124878
377	banking company	USG-R	banking company is a company that uses banking	0	3.6489434242248535
377	banking company	PROD-R	banking company is  a company that banking produces	0	5.468680381774902
377	banking company	PRODUCTION	banking company is a company that produces banking	0	4.133107662200928
377	banking company	CONT-R	banking company is a company that contains banking	0	4.249490737915039
377	banking company	TOPIC-R	banking company is a company that is about banking	0	3.9420650005340576
377	banking company	COMP-R	banking company is a company that is composed of banking	0	3.650913953781128
377	banking company	LOCATION	banking company is  a company that is located in banking	0	4.129673004150391
378	insurance company	PURPOSE	insurance company is a company intended for insurance	1	4.159002780914307
378	insurance company	PARTONOMY	insurance company is a company that is part of insurance	0	2.7754948139190674
378	insurance company	USG-R	insurance company is a company that uses insurance	0	2.980912446975708
378	insurance company	PROD-R	insurance company is  a company that insurance produces	0	5.05953311920166
378	insurance company	PRODUCTION	insurance company is a company that produces insurance	0	3.1052334308624268
378	insurance company	CONT-R	insurance company is a company that contains insurance	0	3.5471677780151367
378	insurance company	TOPIC-R	insurance company is a company that is about insurance	0	3.3797848224639893
378	insurance company	COMP-R	insurance company is a company that is composed of insurance	0	2.8446731567382812
378	insurance company	LOCATION	insurance company is  a company that is located in insurance	0	3.862541675567627
379	engineering company	PURPOSE	engineering company is a company intended for engineering	1	4.079355239868164
379	engineering company	PARTONOMY	engineering company is a company that is part of engineering	0	2.8300905227661133
379	engineering company	USG-R	engineering company is a company that uses engineering	0	2.872676372528076
379	engineering company	PROD-R	engineering company is  a company that engineering produces	0	5.174385070800781
379	engineering company	PRODUCTION	engineering company is a company that produces engineering	0	2.9326493740081787
379	engineering company	CONT-R	engineering company is a company that contains engineering	0	3.678122043609619
379	engineering company	TOPIC-R	engineering company is a company that is about engineering	0	3.244335174560547
379	engineering company	COMP-R	engineering company is a company that is composed of engineering	0	2.9859461784362793
379	engineering company	LOCATION	engineering company is  a company that is located in engineering	0	4.288228511810303
380	shipping company	PURPOSE	shipping company is a company that is intended for shipping	1	3.2056453227996826
380	shipping company	PARTONOMY	shipping company is a company that is that is part of shipping	0	3.1906704902648926
380	shipping company	USG-R	shipping company is a company that is that uses shipping	0	3.5480048656463623
380	shipping company	PROD-R	shipping company is  a company that is that shipping produces	0	5.070035457611084
380	shipping company	PRODUCTION	shipping company is a company that is that produces shipping	0	3.9513485431671143
380	shipping company	CONT-R	shipping company is a company that is that contains shipping	0	3.9465510845184326
380	shipping company	TOPIC-R	shipping company is a company that is that is about shipping	0	3.4997787475585938
380	shipping company	COMP-R	shipping company is a company that is that is composed of shipping	0	3.2994649410247803
380	shipping company	LOCATION	shipping company is  a company that is that is located in shipping	0	3.935767889022827
381	training course	PURPOSE	training course is a course intended for training	1	4.0091071128845215
381	training course	PARTONOMY	training course is a course that is part of training	0	3.4258923530578613
381	training course	USG-R	training course is a course that uses training	0	4.208634853363037
381	training course	PROD-R	training course is  a course that training produces	0	5.8557610511779785
381	training course	PRODUCTION	training course is a course that produces training	0	4.79190731048584
381	training course	CONT-R	training course is a course that contains training	0	4.041322231292725
381	training course	TOPIC-R	training course is a course that is about training	0	3.8080790042877197
381	training course	COMP-R	training course is a course that is composed of training	0	3.6300442218780518
381	training course	LOCATION	training course is  a course that is located in training	0	4.453155517578125
382	golf course	PURPOSE	golf course is a course intended for golf	1	3.777411937713623
382	golf course	PARTONOMY	golf course is a course that is part of golf	0	3.4272332191467285
382	golf course	USG-R	golf course is a course that uses golf	0	4.0235466957092285
382	golf course	PROD-R	golf course is  a course that golf produces	0	5.659019947052002
382	golf course	PRODUCTION	golf course is a course that produces golf	0	4.330023765563965
382	golf course	CONT-R	golf course is a course that contains golf	0	3.98488450050354
382	golf course	TOPIC-R	golf course is a course that is about golf	0	3.952484130859375
382	golf course	COMP-R	golf course is a course that is composed of golf	0	3.5033440589904785
382	golf course	LOCATION	golf course is  a course that is located in golf	0	4.217924118041992
383	basketball court	PURPOSE	basketball court is a court intended for basketball	1	3.3006927967071533
383	basketball court	PARTONOMY	basketball court is a court that is part of basketball	0	3.055109977722168
383	basketball court	USG-R	basketball court is a court that uses basketball	0	3.5730717182159424
383	basketball court	PROD-R	basketball court is  a court that basketball produces	0	5.070794582366943
383	basketball court	PRODUCTION	basketball court is a court that produces basketball	0	3.7476816177368164
383	basketball court	CONT-R	basketball court is a court that contains basketball	0	3.5395519733428955
383	basketball court	TOPIC-R	basketball court is a court that is about basketball	0	3.4637372493743896
383	basketball court	COMP-R	basketball court is a court that is composed of basketball	0	2.976783037185669
383	basketball court	LOCATION	basketball court is  a court that is located in basketball	0	3.8164279460906982
384	tennis court	PURPOSE	tennis court is a court intended for tennis	1	4.307145595550537
384	tennis court	PARTONOMY	tennis court is a court that is part of tennis	0	3.6641602516174316
384	tennis court	USG-R	tennis court is a court that uses tennis	0	4.521815299987793
384	tennis court	PROD-R	tennis court is  a court that tennis produces	0	5.82632303237915
384	tennis court	PRODUCTION	tennis court is a court that produces tennis	0	4.503806114196777
384	tennis court	CONT-R	tennis court is a court that contains tennis	0	4.495713233947754
384	tennis court	TOPIC-R	tennis court is a court that is about tennis	0	4.327493667602539
384	tennis court	COMP-R	tennis court is a court that is composed of tennis	0	3.787703037261963
384	tennis court	LOCATION	tennis court is  a court that is located in tennis	0	4.315149784088135
385	measuring cup	PURPOSE	measuring cup is a cup intended for measuring	1	3.5093772411346436
385	measuring cup	PARTONOMY	measuring cup is a cup that is part of measuring	0	3.1476974487304688
385	measuring cup	USG-R	measuring cup is a cup that uses measuring	0	3.9832561016082764
385	measuring cup	PROD-R	measuring cup is  a cup that measuring produces	0	5.444912910461426
385	measuring cup	PRODUCTION	measuring cup is a cup that produces measuring	0	4.673635482788086
385	measuring cup	CONT-R	measuring cup is a cup that contains measuring	0	3.905468225479126
385	measuring cup	TOPIC-R	measuring cup is a cup that is about measuring	0	3.995697021484375
385	measuring cup	COMP-R	measuring cup is a cup that is composed of measuring	0	3.8548836708068848
385	measuring cup	LOCATION	measuring cup is  a cup that is located in measuring	0	4.320899963378906
386	police department	PURPOSE	police department is a department intended for police	1	4.23765754699707
386	police department	PARTONOMY	police department is a department that is part of police	0	3.198664665222168
386	police department	USG-R	police department is a department that uses police	0	3.9680466651916504
386	police department	PROD-R	police department is  a department that police produces	0	5.506455421447754
386	police department	PRODUCTION	police department is a department that produces police	0	4.361732482910156
386	police department	CONT-R	police department is a department that contains police	0	4.0114426612854
386	police department	TOPIC-R	police department is a department that is about police	0	4.044650077819824
386	police department	COMP-R	police department is a department that is composed of police	0	3.195082426071167
386	police department	LOCATION	police department is  a department that is located in police	0	4.026584148406982
387	defense department	PURPOSE	defense department is a department intended for defense	1	5.1472625732421875
387	defense department	PARTONOMY	defense department is a department that is part of defense	0	3.8868298530578613
387	defense department	USG-R	defense department is a department that uses defense	0	5.043928623199463
387	defense department	PROD-R	defense department is  a department that defense produces	0	6.8629069328308105
387	defense department	PRODUCTION	defense department is a department that produces defense	0	5.120862007141113
387	defense department	CONT-R	defense department is a department that contains defense	0	5.427299976348877
387	defense department	TOPIC-R	defense department is a department that is about defense	0	4.425084114074707
387	defense department	COMP-R	defense department is a department that is composed of defense	0	4.144540786743164
387	defense department	LOCATION	defense department is  a department that is located in defense	0	4.9331231117248535
388	security department	PURPOSE	security department is a department that is intended for security	1	3.827986001968384
388	security department	PARTONOMY	security department is a department that is that is part of security	0	3.802747964859009
388	security department	USG-R	security department is a department that is that uses security	0	4.4228692054748535
388	security department	PROD-R	security department is  a department that is that security produces	0	5.943020820617676
388	security department	PRODUCTION	security department is a department that is that produces security	0	4.818075656890869
388	security department	CONT-R	security department is a department that is that contains security	0	4.616326332092285
388	security department	TOPIC-R	security department is a department that is that is about security	0	4.204556465148926
388	security department	COMP-R	security department is a department that is that is composed of security	0	3.8301687240600586
